"Animal.ID","Animal.Name","Species","Gender","Date.Of.Birth","Primary.Breed","Secondary.Breed","Declawed","Distinguishing.Markings","Purebred","BodyWeight","BodyWeightUnit","PrimaryColor","SecondaryColor","ColorPattern","Intake.Date","Intake.Type","Intake.Subtype","Reason","Reason.Category"
8038125,"Corrie","Cat","F","5/24/2009","Domestic Shorthair","Mix","None","",0,3.75,"pound","Black","Orange","Tortoiseshell","07/12/2009 11:24:00","Owner/Guardian Surrender","Walk In","Abandoned","Misc other"
8041828,"Tazza","Cat","F","7/14/2007","Domestic Shorthair","Mix","Front","",0,9.5,"pound","White","Grey",NA,"07/13/2009 11:59:00","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
8109944,"Simon","Cat","M","5/28/2009","Domestic Shorthair","Mix","None","",0,2.75,"pound","Black","White",NA,"07/23/2009 13:14:00","Owner/Guardian Surrender","Walk In","Moving","Owner problem"
8379698,"King James Turner","Cat","M","7/6/2009","Domestic Shorthair","Mix","None","",0,1.75,"pound","Black","White",NA,"09/04/2009 14:56:00","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
9055773,"Taco Belle","Cat","F","5/4/2008","Domestic Shorthair","Mix","Front","I'm a Private Investigator",0,8.5,"pound","Orange",NA,"Tiger","11/03/2009 14:28:00","Owner/Guardian Surrender","Walk In","Fearful","Behavior other"
9014835,"kitty","Cat","F","6/30/2009","Domestic Shorthair","Mix","None","",0,3,"pound","Grey","White",NA,"11/16/2009 14:41:52","Return","Walk In","Owner Problems","Owner problem"
9177537,"Willow","Cat","F","11/25/2008","Domestic Shorthair","Mix","None","",0,7.75,"pound","Black","Orange","Tortoiseshell","11/25/2009 12:46:00","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
9270145,"Tigger","Cat","M","12/15/2007","Domestic Shorthair","Mix","None","I'm a Leader of the band.",0,10,"pound","Brown",NA,"Tiger","12/13/2009 13:52:00","Stray","Walk In","",NA
9468909,"Spencer","Cat","M","1/19/1999","Domestic Shorthair","Mix","Front","",0,NA,NA,"White","Grey","Tabby","01/16/2010 11:57:00","Owner/Guardian Surrender","Walk In","No Facility for Pet","Owner problem"
8976283,"Maggie","Cat","F","10/21/2006","Domestic Longhair","Mix","Front","I'm a Personal Assistant",0,11,"pound","Black","Orange",NA,"02/06/2010 14:51:00","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
9753390,"Jack","Cat","M","1/14/2010","Domestic Shorthair","Mix","None","",0,1.25,"pound","Grey","Black","Tiger","02/18/2010 13:03:00","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
10195600,"Cali","Cat","F","10/14/2006","Domestic Shorthair","Mix","None","",0,9.5,"pound","Black","Orange","Calico","04/14/2010 13:16:00","Owner/Guardian Surrender","Schedule","Too Many Pets","Owner problem"
10255995,"Little Kitten","Cat","F","6/25/2009","Domestic Shorthair","Mix","None","",0,6,"pound","Black",NA,NA,"04/21/2010 13:07:00","Owner/Guardian Surrender","Walk In","Stray","Misc other"
10710095,"Tobey","Cat","F","6/10/2005","Domestic Shorthair","Mix","Front","",0,7.25,"pound","Black","Orange","Tortoiseshell","06/10/2010 11:21:00","Owner/Guardian Surrender","Schedule","Divorce","Owner problem"
10749541,"Rajah","Cat","M","6/16/2006","Domestic Shorthair","Mix","Front","",0,12.25,"pound","Buff",NA,NA,"06/15/2010 11:14:00","Owner/Guardian Surrender","Walk In","Divorce","Owner problem"
10834576,"Clark","Cat","M","6/29/2007","Domestic Shorthair","Mix","None","",0,NA,NA,"Orange","White","Tiger","06/26/2010 15:05:00","Stray","Walk In","",NA
10854603,"Luna","Cat","F","6/30/2007","Domestic Shorthair","Mix","Front","",0,13,"pound","Black","Orange","Tortoiseshell","06/29/2010 16:39:00","Owner/Guardian Surrender","Walk In","Divorce","Owner problem"
10850511,"Skipper","Cat","M","7/1/2000","Domestic Shorthair","Mix","Front","I am a Sidekick",0,10.25,"pound","Buff",NA,"Tiger","06/30/2010 15:54:00","Owner/Guardian Surrender","Schedule","Moving","Owner problem"
10866405,"Jack Brown","Cat","M","9/4/2009","Domestic Shorthair","Mix","None","I'm a Personal Assistant",0,10.5,"pound","Black",NA,NA,"07/01/2010 11:23:00","Owner/Guardian Surrender","Walk In","Landlord Does Not Allow","Owner problem"
10968600,"Maxwell the 2nd","Cat","M","5/20/2010","Domestic Shorthair","Mix","None","",0,1.9,"pound","Grey","White",NA,"07/15/2010 14:13:00","Owner/Guardian Surrender","Walk In","Abandoned","Misc other"
11186039,"Ozzy","Cat","M","4/9/2010","Domestic Shorthair","Mix","Front","named after a star - &quot;butting head&quot; Taurus constellation",0,10.5,"pound","Black",NA,NA,"08/07/2010 10:37:00","Owner/Guardian Surrender","Walk In","Feral","Misc other"
11242598,"Donald","Cat","M","6/28/2010","Domestic Shorthair","Mix","None","",0,1.9,"pound","Orange",NA,"Tiger","08/15/2010 16:10:00","Owner/Guardian Surrender","Walk In","Landlord Does Not Allow","Owner problem"
11334854,"Maurice","Cat","M","8/28/2009","Domestic Shorthair","Mix","Front","I am a Personal Assistant",0,10,"pound","Orange",NA,"Tiger","08/28/2010 10:29:00","Owner/Guardian Surrender","Walk In","Owner Problems","Owner problem"
11481856,"Opie","Cat","M","3/23/2010","Domestic Shorthair","Mix","None","Orange spot on left cheek",0,8,"pound","Orange","White",NA,"09/19/2010 13:03:00","Owner/Guardian Surrender","Schedule","Problem With Children","Owner problem"
1108500,"Ziggy","Cat","M","4/8/2005","Domestic Shorthair","Mix","Front","",0,12,"pound","Grey",NA,"Tiger","10/06/2010 14:39:00","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
11716058,"Princess","Cat","F","10/21/2005","Domestic Shorthair","Mix","Front","Black spot on snout",0,13.25,"pound","Brown","White","Calico","10/21/2010 12:34:00","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
11835354,"Oliver","Cat","M","11/8/2008","Domestic Shorthair","Mix","Front","",0,11.75,"pound","Orange","Cream","Tiger","11/08/2010 10:45:00","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
11933703,"Pumpkin","Cat","F","11/26/2008","Domestic Longhair","Mix","Front","I am a private investigator.",0,6.25,"pound","Orange","White",NA,"11/26/2010 11:57:32","Stray","Scheduled","",NA
12000570,"Geliath","Cat","M","12/7/2009","Domestic Shorthair","Mix","None","I am an executive with a white mark under my chin.",0,12,"pound","Grey","White","Tiger","12/07/2010 09:36:00","Owner/Guardian Surrender","Schedule","Moving","Owner problem"
12071678,"Ki-Ki","Cat","M","12/20/2006","Domestic Shorthair","Mix","Front","",0,11.25,"pound","White",NA,NA,"12/20/2010 12:57:00","Owner/Guardian Surrender","Walk In","Owner Problems","Owner problem"
11918509,"Emmy","Cat","F","1/21/2010","Domestic Shorthair","Mix","None","",0,3.25,"pound","Grey","White",NA,"12/22/2010 15:02:37","Return","Walk In","Illness of Pet","Misc other"
12394908,"Hannah","Cat","F","2/13/2006","Domestic Longhair","Mix","Front","",0,12.5,"pound","Grey","Buff","Tortoiseshell","02/14/2011 12:36:00","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
12688265,"Molly","Cat","F","3/16/2003","Domestic Shorthair","Mix","Front","I am a Private Investigator",0,NA,NA,"Grey",NA,NA,"03/16/2011 13:39:00","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
12644308,"Scamp","Cat","M","3/9/2010","Domestic Shorthair","Mix","Front","",0,11,"pound","Brown","Black","Tiger","03/20/2011 10:16:04","Return","Walk In","Allergic to Pet","Owner problem"
13229431,"Beaner","Cat","F","6/1/2009","Domestic Longhair","","Front","",-1,11.75,"pound","Grey","White",NA,"06/01/2011 11:12:00","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
13358854,"Freddy","Cat","M","6/18/2006","Domestic Shorthair","Mix","Front","",0,16.5,"pound","Black","White",NA,"06/16/2011 16:43:00","Owner/Guardian Surrender","Walk In","Moving","Owner problem"
13602577,"Peanut","Cat","F","7/17/2007","Domestic Shorthair","Mix","Front","I am a secret admirer.",0,11.5,"pound","Grey","White",NA,"07/17/2011 11:43:00","Owner/Guardian Surrender","Walk In","Moving","Owner problem"
13812477,"Mama","Cat","F","9/14/2010","Domestic Shorthair","Mix","None","",0,7,"pound","Black","Orange","Tortoiseshell","08/12/2011 18:35:00","Owner/Guardian Surrender","Walk In","Abandoned","Misc other"
2018058,"Jacqueline Sparrow","Cat","F","4/7/2006","Domestic Shorthair","Mix","None","I am a Sidekick",0,8.75,"pound","Brown","White","Tiger","09/14/2011 13:50:00","Owner/Guardian Surrender","Schedule","Landlord Does Not Allow","Owner problem"
14136682,"harley","Cat","M","9/24/2009","Domestic Shorthair","Mix","Both","darker gray",0,12.75,"pound","Grey","White","Tiger","09/24/2011 13:32:00","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
14863860,"Ruby","Cat","F","12/16/2006","Domestic Shorthair","Mix","Front","",0,7,"pound","Black",NA,NA,"12/16/2011 11:08:00","Owner/Guardian Surrender","Walk In","Owner Died","Owner problem"
14867930,"Jessie","Cat","M","12/19/2005","Domestic Shorthair","Mix","Front","I am a sidekick.",0,9.5,"pound","Black",NA,"Solid","12/16/2011 16:41:00","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
14850914,"Murphy","Cat","M","12/14/2004","Domestic Medium Hair","Mix","Front","white paws and chest  I am a Party Animal",0,18,"pound","Orange",NA,NA,"12/21/2011 11:24:00","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
14940724,"Sunny","Cat","M","6/30/2009","Domestic Shorthair","Mix","Front","",0,NA,NA,"White","Orange",NA,"12/30/2011 13:29:00","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
14994323,"Anne","Cat","F","5/6/2011","Domestic Shorthair","Mix","None","",0,5.25,"pound","Brown",NA,"Tiger","01/06/2012 17:41:00","Owner/Guardian Surrender","Walk In","Illness of Pet","Misc other"
1690005,"Chloe","Cat","F","12/21/2001","Domestic Shorthair","Mix","Front","I am a sidekick.",0,13,"pound","White",NA,NA,"01/14/2012 10:32:00","Owner/Guardian Surrender","Schedule","Owner Problems","Owner problem"
15160597,"LeeLee","Cat","F","8/3/2004","Domestic Shorthair","Mix","Front","I am a Sidekick.",0,10.75,"pound","White","Orange","Dilute","02/06/2012 13:02:00","Owner/Guardian Surrender","Schedule","Abandoned","Misc other"
15561307,"Seth","Cat","M","3/6/2005","Domestic Medium Hair","Mix","Front","",0,11.25,"pound","White","Orange","Tiger","03/06/2012 15:00:00","Owner/Guardian Surrender","Schedule","Moving","Owner problem"
15561307,"Seth","Cat","M","3/6/2005","Domestic Medium Hair","Mix","Front","",0,11.25,"pound","White","Orange","Tiger","04/01/2012 13:59:47","Return","Walk In","Needs More Attention","Owner problem"
16143032,"Belinda","Cat","M","3/19/2012","Domestic Shorthair","Mix","None","",0,1.5,"pound","Black","Smoke",NA,"05/08/2012 14:18:43","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
16287290,"Ginger","Cat","F","11/23/2008","Domestic Shorthair","Mix","Front","",0,9.25,"pound","Orange","White",NA,"05/25/2012 16:42:39","Owner/Guardian Surrender","Schedule","Moving","Owner problem"
16297691,"Windsor","Cat","M","5/26/2009","Domestic Shorthair","Mix","None","I am a Personal Assistant.",0,11.75,"pound","Grey",NA,"Tiger","05/26/2012 14:24:58","Stray","Walk In","",NA
16363626,"Max","Cat","M","4/9/2012","Domestic Shorthair","Mix","None","",0,2.5,"pound","Orange",NA,"Tiger","06/04/2012 14:32:09","Owner/Guardian Surrender","Walk In","Abandoned","Misc other"
13593931,"Apollo","Cat","M","6/27/2011","Domestic Medium Hair","Mix","None","",0,9.25,"pound","Brown","Black","Tiger","06/08/2012 17:10:22","Owner/Guardian Surrender","Walk In","Hyper","Behavior other"
16609070,"twizzler","Cat","F","6/30/2010","Domestic Shorthair","Mix","Front","",0,9,"pound","Black","White",NA,"06/30/2012 12:32:30","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
16671511,"Ninja","Cat","M","7/9/2006","Domestic Shorthair","Mix","Front","",0,8.75,"pound","Black","White",NA,"07/16/2012 10:55:51","Return","Scheduled","Allergic to Pet","Owner problem"
16773511,"Kitten 3","Cat","M","4/28/2012","Domestic Shorthair","Mix","None","",0,2,"pound","White",NA,"Calico","07/20/2012 16:13:35","Owner/Guardian Surrender","Schedule","Owner Problems","Owner problem"
17288922,"Whiskers","Cat","F","9/23/2009","Domestic Shorthair","Mix","Front","I'm a Private Investigator.",0,8,"pound","White","Orange","Calico","09/23/2012 13:21:36","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
3561163,"Memphis","Cat","F","8/22/2007","Domestic Longhair","Mix","Front","",0,7.5,"pound","Black","Orange","Tortoiseshell","11/18/2012 12:25:01","Owner/Guardian Surrender","Walk In","Owner Problems","Owner problem"
19008621,"Baby","Cat","M","1/24/2005","Siamese","Mix","None","",0,6,"pound","Grey","Beige",NA,"01/23/2013 16:51:15","Stray","Walk In","",NA
19136622,"Zipper","Cat","F","2/12/2001","Domestic Shorthair","Mix","Front","",0,11.25,"pound","Black",NA,NA,"02/13/2013 15:03:35","Owner/Guardian Surrender","Schedule","Moving","Owner problem"
19644927,"Hailey","Cat","F","4/13/2008","Domestic Shorthair","Mix","Front","",0,15,"pound","Grey",NA,"Tiger","04/13/2013 14:36:01","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
19651711,"Lars from Mars","Cat","M","4/15/2006","Domestic Shorthair","Mix","Both","",0,9,"pound","Grey",NA,NA,"04/15/2013 11:10:57","Stray","Walk In","",NA
20511196,"Chloe","Cat","F","7/20/2009","Domestic Shorthair","Mix","None","",0,7.75,"pound","Brown",NA,"Tiger","07/20/2013 11:03:30","Owner/Guardian Surrender","Walk In","Landlord Does Not Allow","Owner problem"
20531424,"Ellis","Cat","M","7/23/2011","Domestic Shorthair","Mix","Front","",0,8.5,"pound","Brown","White","Tiger","07/23/2013 11:12:51","Owner/Guardian Surrender","Walk In","Moving","Owner problem"
20553622,"Moses","Cat","M","7/25/2009","Domestic Shorthair","Mix","Front","",0,11.5,"pound","Orange",NA,"Tiger","07/25/2013 12:26:21","Owner/Guardian Surrender","Schedule","Too Many Pets","Owner problem"
20639512,"Louise","Cat","M","5/5/2013","Domestic Shorthair","Mix","None","",0,3.25,"pound","White","Orange",NA,"08/04/2013 14:28:37","Owner/Guardian Surrender","Walk In","Abandoned","Misc other"
20646971,"Baby Girl","Cat","F","8/5/2010","Domestic Shorthair","Mix","Both","",0,10,"pound","Grey","White","Tiger","08/05/2013 15:32:25","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
20652153,"Gwen","Cat","F","8/6/2010","Siamese","Mix","Front","",0,8.25,"pound","Beige","Black",NA,"08/13/2013 16:45:07","Return","Walk In","Illness of Pet","Misc other"
20897185,"Slate","Cat","M","9/4/2010","Domestic Shorthair","Mix","Both","",0,12.75,"pound","Black","White",NA,"09/04/2013 16:26:37","Owner/Guardian Surrender","Walk In","No Time for Pet","Owner problem"
20907943,"Cosmo","Cat","F","9/5/2012","Domestic Shorthair","Mix","None","",0,7.25,"pound","Grey","Orange","Calico","09/05/2013 16:32:59","Owner/Guardian Surrender","Walk In","Cost","Owner problem"
21265309,"Kris","Cat","F","8/7/2013","Domestic Shorthair","Mix","None","",0,2.25,"pound","Black","Brown","Tiger","10/15/2013 16:28:59","Owner/Guardian Surrender","Abandoned","Abandoned","Misc other"
21998149,"Patrick","Cat","M","1/6/2014","Domestic Shorthair","Mix","None","",0,0.75,"pound","Grey","White",NA,"02/06/2014 11:03:20","Owner/Guardian Surrender","Walk In","Abandoned","Misc other"
22119330,"Chunkie","Cat","M","2/25/2000","Domestic Shorthair","Mix","Front","",0,16.5,"pound","White","Black","Tiger","02/25/2014 13:41:07","Owner/Guardian Surrender","Walk In","Moving","Owner problem"
22201260,"Dorian","Cat","M","3/9/2008","Siamese","Mix","Front","",0,9.75,"pound","Orange","White","Point","03/09/2014 13:04:18","Owner/Guardian Surrender","Schedule","Moving","Owner problem"
22397471,"Essex","Cat","F","4/6/2005","Domestic Shorthair","Mix","None","",0,11.25,"pound","Brown","White","Tiger","04/06/2014 11:05:24","Owner/Guardian Surrender","Walk In","Allergic to Pet","Owner problem"
22401027,"","Cat","F","4/7/2013","Domestic Shorthair","Mix","None","",0,6.25,"pound","Black",NA,NA,"04/07/2014 10:19:37","Owner/Guardian Surrender","Schedule","Too Many Pets","Owner problem"
22450806,"Sydney","Cat","F","3/3/2014","Domestic Shorthair","Mix","None","",0,2.25,"pound","Brown","Orange","Torbie","04/13/2014 15:04:06","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
22568168,"Joli","Cat","F","4/29/2000","Domestic Longhair","Mix","Front","",0,10,"pound","Grey",NA,NA,"04/29/2014 14:29:50","Owner/Guardian Surrender","Walk In","Owner Problems","Owner problem"
22801924,"Asaka","Cat","F","2/15/2014","Domestic Shorthair","Mix","None","",0,2.75,"pound","Orange","White",NA,"05/24/2014 14:19:28","Owner/Guardian Surrender","Walk In","Owner Problems","Owner problem"
22588644,"Stash","Cat","M","4/30/2012","Domestic Shorthair","Mix","Front","",0,10,"pound","White","Black",NA,"06/06/2014 11:27:32","Return","Walk In","Other Pet Does Not Like","Misc other"
23156632,"Dewey","Cat","M","5/4/2014","Domestic Medium Hair","Mix","None","",0,2,"pound","Orange",NA,"Tiger","07/03/2014 17:36:53","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
23097586,"Kieby","Cat","F","7/5/2004","Domestic Medium Hair","Mix","Both","",0,11.75,"pound","Brown","Black","Brindle","07/05/2014 10:32:26","Owner/Guardian Surrender","Schedule","Allergic to Pet","Owner problem"
22855230,"Cody","Cat","M","11/29/2010","Domestic Shorthair","Mix","Front","",0,11.5,"pound","Grey","Brown","Tiger","07/24/2014 16:46:34","Owner/Guardian Surrender","Walk In","Moving","Owner problem"
23463081,"Floyd","Cat","M","7/31/2008","Domestic Shorthair","Mix","Front","",0,10,"pound","Black",NA,NA,"08/22/2014 17:22:48","Return","Walk In","Illness of Pet","Misc other"
23772172,"Scarlet","Cat","F","4/8/2014","Domestic Shorthair","Mix","None","",0,5.5,"pound","Black",NA,NA,"09/06/2014 13:59:09","Owner/Guardian Surrender","Walk In","Cost","Owner problem"
23780717,"Honey","Cat","F","9/5/2014","Domestic Shorthair","Mix","None","",0,2,"pound","Orange","White",NA,"09/08/2014 11:48:03","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
23853106,"Halo","Cat","F","9/16/2014","Domestic Shorthair","Mix","None","",0,2,"pound","Buff",NA,NA,"09/16/2014 16:01:21","Owner/Guardian Surrender","Born in Care","No Facility for Pet","Owner problem"
23876988,"Jelly","Cat","F","8/12/2014","Domestic Shorthair","Mix","None","",0,2.6,"pound","Black",NA,NA,"09/19/2014 10:31:59","Owner/Guardian Surrender","Walk In","Landlord Does Not Allow","Owner problem"
24128525,"Angel","Cat","F","5/20/2014","Domestic Shorthair","Mix","None","",0,4.75,"pound","Brown","Black","Tiger","10/20/2014 13:15:32","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
24354594,"Missy","Cat","F","11/18/2010","Domestic Longhair","Mix","Front","",0,9,"pound","Black","Orange","Calico","11/24/2014 16:18:45","Owner/Guardian Surrender","Walk In","Owner Died","Owner problem"
24420537,"Lexi","Cat","F","5/31/2012","Domestic Shorthair","Mix","None","",0,7.25,"pound","Grey","White","Tiger","11/29/2014 13:59:05","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
23966425,"Peek-a-boo","Cat","M","9/30/2009","Himalayan","Mix","Both","",0,7.5,"pound","Cream","Fawn","Point","12/03/2014 16:57:30","Owner/Guardian Surrender","Walk In","Other Pet Does Not Like","Misc other"
24861160,"Prada","Cat","F","5/28/2014","Domestic Shorthair","Mix","None","",0,6.6,"pound","Grey",NA,"Tiger","01/28/2015 14:04:25","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
12058461,"Poe","Cat","M","12/17/2005","Domestic Shorthair","Mix","Front","I&#39;m a Sidekick",0,23,"pound","Black",NA,NA,"04/02/2015 18:51:08","Return","Walk In","Moving","Owner problem"
29447903,"Bunny","Cat","F","7/24/2015","Domestic Shorthair","Mix","None","",0,2,"pound","Grey",NA,"Tiger","08/22/2015 14:26:23","Owner/Guardian Surrender","Walk In","Too Many Pets","Owner problem"
29576989,"June","Cat","F","9/6/2014","Domestic Shorthair","Mix","None","",0,7.9,"pound","Black","White","Tuxedo","09/06/2015 10:57:47","Owner/Guardian Surrender","Walk In","Other Pet Does Not Like","Misc other"
30076138,"Amanda","Cat","F","11/1/2010","Domestic Longhair","Mix","Front","",0,10.3,"pound","Black",NA,NA,"11/01/2015 14:41:45","Owner/Guardian Surrender","Walk In","Too Much Responsibility","Owner problem"
